Ability,Income,edu_inv1,Income_decile,Ability_decile,EFC,OUR_SAT_needAid,OUR_SAT,number,level_tuition_A,level_tuition_B,level_tuition_C,level_tuition_D,level_tuition_E
18.314280471206462,0.3511769777351583,0.028094158218812667,1,5,-10.31213680507309,10.289608676639661,10.289608676639661,40,1.6,0.8,0.7,0.5,0
15.649384222206573,3.4355436541537494,0.1717771827076875,2,3,-8.831640800392165,10.719366296997489,10.719366296997489,41,1.6,0.8,0.7,0.5,0
19.58638519416773,8.91622815539074,0.26748684466172223,4,5,-6.200912239798409,11.160344455355695,11.160344455355695,42,1.6,0.8,0.7,0.5,0
16.52443119333896,3.433962518436981,0.17169812592184908,2,3,-8.832399745536215,10.762911508210385,10.762911508210385,43,1.6,0.8,0.7,0.5,0
18.1966997549113,8.45439213632768,0.2536317640898304,4,5,-6.422593528948679,11.054562078169665,11.054562078169665,44,1.6,0.8,0.7,0.5,0
21.679034323461277,0.18804331469853341,0.015043465175882674,1,5,-10.390440963330668,10.230288417512478,10.230288417512478,45,1.6,0.8,0.7,0.5,0
11.8776326551279,0.0,0.0,1,1,-10.480701754385965,10.0,10.0,46,1.6,0.8,0.7,0.5,0
17.426494984000573,3.317157307580315,0.16585786537901576,2,4,-8.888466246747415,10.78825308296237,10.78825308296237,47,1.6,0.8,0.7,0.5,0
16.15470374473219,12.577917210915249,0.251558344218305,5,3,-4.443301493146646,10.93315069100327,10.93315069100327,48,1.6,0.8,0.7,0.5,0
20.475362777386177,7.2439819265020535,0.2173194577950616,4,5,-7.00359042966498,11.064529010096274,11.064529010096274,49,1.6,0.8,0.7,0.5,0
14.395032742073562,4.513917208108418,0.2256958604054209,2,2,-8.314021494493925,10.762418432249431,10.762418432249431,50,1.6,0.8,0.7,0.5,0
12.749704742850767,14.511357338968,0.29022714677936,5,1,-3.5152502316813248,10.729663672610892,10.729663672610892,51,1.6,0.8,0.7,0.5,0
17.79528573503472,3.3363805164583304,0.16681902582291652,2,4,-8.879239106485967,10.806818835682813,10.806818835682813,52,1.6,0.8,0.7,0.5,0
15.839916369433013,9.709643073468573,0.19419286146937148,5,3,-5.82007307912105,10.78394273819958,10.78394273819958,53,1.6,0.8,0.7,0.5,0
13.908510059362463,8.054626989552947,0.2416388096865884,4,1,-6.614480799400551,10.756472163739824,10.756472163739824,54,1.6,0.8,0.7,0.5,0
16.149219422612763,7.16036540620402,0.2148109621861206,4,3,-7.043726359408035,10.849824986124245,10.849824986124245,55,1.6,0.8,0.7,0.5,0
17.705586932140395,8.91484592154155,0.2674453776462465,4,4,-6.201575712046021,11.060862392015535,11.060862392015535,56,1.6,0.8,0.7,0.5,0
12.47302936449329,6.839839385512293,0.27359357542049173,3,1,-7.197578849340065,10.674708963875371,10.674708963875371,57,1.6,0.8,0.7,0.5,0
16.070331882567388,0.0,0.0,1,3,-10.480701754385965,10.0,10.0,58,1.6,0.8,0.7,0.5,0
13.28196216743246,0.8510766635583469,0.06808613308466775,1,1,-10.072184955877958,10.333518077565655,10.333518077565655,59,1.6,0.8,0.7,0.5,0
13.08556441292446,1.3428853947842097,0.10743083158273678,1,1,-9.836116764889544,10.42559181408865,10.42559181408865,60,1.6,0.8,0.7,0.5,0
13.799984848766307,0.0,0.0,1,1,-10.480701754385965,10.0,10.0,61,1.6,0.8,0.7,0.5,0
18.937348533679117,10.097484774070457,0.20194969548140915,5,5,-5.633909062832146,10.955188432328516,10.955188432328516,62,1.6,0.8,0.7,0.5,0
16.981191279119344,8.705085155259031,0.26115255465777093,4,4,-6.30226087986163,11.004566600371636,11.004566600371636,63,1.6,0.8,0.7,0.5,0
15.205372789583931,3.531531020083552,0.1765765510041776,2,2,-8.78556686474586,10.707026579832684,10.707026579832684,64,1.6,0.8,0.7,0.5,0
14.69187332349728,0.2741778870410885,0.021934230963287078,1,2,-10.349096368606242,10.19793117243396,10.19793117243396,65,1.6,0.8,0.7,0.5,0
17.88444501857898,11.07772356755844,0.2215544713511688,5,5,-5.163394441957914,10.958318052346943,10.958318052346943,66,1.6,0.8,0.7,0.5,0
15.504147677982967,3.628221778201634,0.18141108891008173,2,3,-8.73915530084918,10.73501227430732,10.73501227430732,67,1.6,0.8,0.7,0.5,0
15.665840667165332,9.971221308329557,0.19942442616659115,5,3,-5.694515526387778,10.786516093741977,10.786516093741977,68,1.6,0.8,0.7,0.5,0
16.447045918556736,3.970925169069771,0.19854625845348856,2,3,-8.574657673232474,10.827134851567255,10.827134851567255,69,1.6,0.8,0.7,0.5,0
14.559463235590211,4.6222061290465035,0.2311103064523252,2,2,-8.262042812443644,10.784888596584688,10.784888596584688,70,1.6,0.8,0.7,0.5,0
12.609770750494997,2.2272005684973686,0.1781760454797895,1,1,-9.411645481507229,10.535559914623253,10.535559914623253,71,1.6,0.8,0.7,0.5,0
17.248522198792728,3.0120713503481404,0.15060356751740703,2,4,-9.034907506218858,10.737267495465531,10.737267495465531,72,1.6,0.8,0.7,0.5,0
13.748534278583517,0.9580146335226685,0.07664117068181348,1,1,-10.020854730295085,10.377672937483979,10.377672937483979,73,1.6,0.8,0.7,0.5,0
18.674750216338076,7.224822789723945,0.21674468369171834,4,5,-7.012786815318472,10.983773113130507,10.983773113130507,74,1.6,0.8,0.7,0.5,0
15.959774216678538,9.757667416146733,0.19515334832293466,5,3,-5.797021394635533,10.792804424176765,10.792804424176765,75,1.6,0.8,0.7,0.5,0
12.83447414103479,2.16195302872564,0.1729562422980512,1,1,-9.442964300597659,10.544372411080527,10.544372411080527,76,1.6,0.8,0.7,0.5,0
15.68697145922595,8.65086778630437,0.2595260335891311,4,3,-6.328285216959867,10.920169805660596,10.920169805660596,77,1.6,0.8,0.7,0.5,0
13.901456816557433,7.196169163722054,0.21588507491166162,4,1,-7.026540555799379,10.707284816045476,10.707284816045476,78,1.6,0.8,0.7,0.5,0
18.243549555772972,8.575394374919917,0.2572618312475975,4,5,-6.364512454424405,11.065929064508122,11.065929064508122,79,1.6,0.8,0.7,0.5,0
15.229175836766341,7.810392521504823,0.23431177564514466,4,2,-6.7317133440636505,10.837020623331037,10.837020623331037,80,1.6,0.8,0.7,0.5,0
14.60995205303772,6.953418632868725,0.27813674531474897,3,2,-7.1430608106089775,10.879484044162155,10.879484044162155,81,1.6,0.8,0.7,0.5,0
12.237252807019969,4.559419939224925,0.22797099696124623,2,1,-8.292180183558001,10.581476460768735,10.581476460768735,82,1.6,0.8,0.7,0.5,0
12.29257042723108,6.080908532890197,0.24323634131560787,3,1,-7.561865658598671,10.610223732500572,10.610223732500572,83,1.6,0.8,0.7,0.5,0
11.978273360566684,7.187429066852859,0.21562287200558578,4,1,-7.030735802296593,10.535004372820504,10.535004372820504,84,1.6,0.8,0.7,0.5,0
13.539023435040086,0.0,0.0,1,1,-10.480701754385965,10.0,10.0,85,1.6,0.8,0.7,0.5,0
17.58651802480426,4.525471069820053,0.22627355349100267,2,4,-8.30847564087234,10.955105537264346,10.955105537264346,86,1.6,0.8,0.7,0.5,0
15.408476762689622,3.050409855563426,0.1525204927781713,2,3,-9.01650502371552,10.658755682925495,10.658755682925495,87,1.6,0.8,0.7,0.5,0
17.18187244720949,2.185606552472679,0.17484852419781433,1,4,-9.43161060919908,10.802099073749341,10.802099073749341,88,1.6,0.8,0.7,0.5,0
14.354311955623537,8.853869768076306,0.26561609304228917,4,2,-6.230844265709338,10.83611708569668,10.83611708569668,89,1.6,0.8,0.7,0.5,0
15.470431887809694,13.38621695322292,0.2677243390644584,5,3,-4.0553176168389635,10.922411474195016,10.922411474195016,90,1.6,0.8,0.7,0.5,0
14.575841178029695,4.509582811238035,0.22547914056190177,2,2,-8.31610200499171,10.774686245328057,10.774686245328057,91,1.6,0.8,0.7,0.5,0
15.14823383126938,8.487448697679145,0.25462346093037436,4,2,-6.406726379499975,10.873494056590719,10.873494056590719,92,1.6,0.8,0.7,0.5,0
17.357486606527512,0.9169091385089034,0.07335273108071227,1,4,-10.040585367901691,10.485237880318627,10.485237880318627,93,1.6,0.8,0.7,0.5,0
16.58413439627759,4.1451848553545485,0.20725924276772745,2,3,-8.491013023815782,10.855712087900544,10.855712087900544,94,1.6,0.8,0.7,0.5,0
19.27105841040345,15.062690383865847,0.30125380767731696,5,5,-3.2506103701303584,11.227702729927367,11.227702729927367,95,1.6,0.8,0.7,0.5,0
11.120730928862336,7.06564586357843,0.2826258345431372,3,1,-7.089191739868319,10.49717645408093,10.49717645408093,96,1.6,0.8,0.7,0.5,0
15.092453252213662,2.7346352634549405,0.13673176317274702,2,2,-9.168076827927594,10.602563811159133,10.602563811159133,97,1.6,0.8,0.7,0.5,0
15.707461567175628,3.76641522240695,0.1883207611203475,2,3,-8.67282244763063,10.76266104941999,10.76266104941999,98,1.6,0.8,0.7,0.5,0
17.041477536668342,0.0,0.0,1,4,-10.480701754385965,10.0,10.0,99,1.6,0.8,0.7,0.5,0
12.303840515720173,1.7446938981269966,0.13957551185015973,1,1,-9.643248683285007,10.440598418512225,10.440598418512225,100,1.6,0.8,0.7,0.5,0
20.794499673542585,8.485060583148599,0.25455181749445793,4,5,-6.407872674474638,11.183098739105361,11.183098739105361,101,1.6,0.8,0.7,0.5,0
15.013257719345622,3.4216432785155106,0.17108216392577555,2,2,-8.83831298069852,10.683344976800267,10.683344976800267,102,1.6,0.8,0.7,0.5,0
14.046414530600705,7.9189389754813995,0.23756816926444196,4,2,-6.679611046154894,10.759650661576556,10.759650661576556,103,1.6,0.8,0.7,0.5,0
10.46143441567262,12.394228967605684,0.2478845793521137,5,1,-4.531471849935237,10.319810195019308,10.319810195019308,104,1.6,0.8,0.7,0.5,0
15.146931079188143,6.148204409503309,0.24592817638013237,3,2,-7.529563637824377,10.855680658357473,10.855680658357473,105,1.6,0.8,0.7,0.5,0
17.844739654735825,0.9497052331322227,0.07597641865057782,1,5,-10.024843242482499,10.5086015765662,10.5086015765662,106,1.6,0.8,0.7,0.5,0
11.289823163953347,1.2782715526809554,0.10226172421447643,1,1,-9.867131409099107,10.289100009594252,10.289100009594252,107,1.6,0.8,0.7,0.5,0
9.680659276278021,7.564110479886335,0.22692331439659003,4,1,-6.849928724040525,9.680659276278021,9.680659276278021,108,1.6,0.8,0.7,0.5,0
17.42241418543321,2.2888362914397997,0.18310690331518398,1,4,-9.382060334494861,10.835447780364762,10.835447780364762,109,1.6,0.8,0.7,0.5,0
15.122963312098321,12.027330448580901,0.24054660897161803,5,2,-4.7075831390671325,10.842968335958613,10.842968335958613,110,1.6,0.8,0.7,0.5,0
18.40287983201885,13.86289117216441,0.2772578234432882,5,5,-3.8265139917470483,11.122837711330952,11.122837711330952,111,1.6,0.8,0.7,0.5,0
15.947443436810582,12.789085345562262,0.25578170691124524,5,3,-4.34194078851608,10.92921973584005,10.92921973584005,112,1.6,0.8,0.7,0.5,0
19.113938406036592,4.576055678968743,0.22880278394843714,2,5,-8.28419502848097,11.036481765705632,11.036481765705632,113,1.6,0.8,0.7,0.5,0
13.411401059577297,4.911053349096685,0.1964421339638674,3,1,-8.123396146819557,10.633156222437808,10.633156222437808,114,1.6,0.8,0.7,0.5,0
16.801572592810746,1.215143364509908,0.09721146916079264,1,4,-9.89743293942121,10.554783016202263,10.554783016202263,115,1.6,0.8,0.7,0.5,0
11.769208320066888,4.219960307463274,0.2109980153731637,2,1,-8.455120806803594,10.504560928850692,10.504560928850692,116,1.6,0.8,0.7,0.5,0
17.391567632019022,4.358170389942623,0.2179085194971312,2,4,-8.388779967213505,10.924195333828798,10.924195333828798,117,1.6,0.8,0.7,0.5,0
16.869781514334814,4.068851456459029,0.20344257282295147,2,4,-8.527653055285631,10.861246132246873,10.861246132246873,118,1.6,0.8,0.7,0.5,0
17.06838757575692,8.889756460929624,0.2666926938278887,4,4,-6.213618653139746,11.022275388515379,11.022275388515379,119,1.6,0.8,0.7,0.5,0
14.82674936176618,7.26024773591385,0.2178074320774155,4,2,-6.995782841147317,10.775820652683189,10.775820652683189,120,1.6,0.8,0.7,0.5,0
12.108936256190965,10.817311117920255,0.21634622235840512,5,1,-5.288392417784243,10.550305828265405,10.550305828265405,121,1.6,0.8,0.7,0.5,0
18.80831406083504,1.795239828406861,0.14361918627254888,1,5,-9.618986636750671,10.776535646761051,10.776535646761051,122,1.6,0.8,0.7,0.5,0
14.513074657942516,0.4946383237281209,0.03957106589824967,1,2,-10.243275358996467,10.275922174571626,10.275922174571626,123,1.6,0.8,0.7,0.5,0
14.20831344057958,6.150062101275395,0.24600248405101582,3,2,-7.528671945773775,10.788022491235346,10.788022491235346,124,1.6,0.8,0.7,0.5,0
15.524639961970191,2.747928308002012,0.13739641540010059,2,3,-9.161696166545,10.62481308979425,10.62481308979425,125,1.6,0.8,0.7,0.5,0
16.723087227551964,0.33756878113970235,0.027005502491176187,1,4,-10.318668739438907,10.259334335639375,10.259334335639375,126,1.6,0.8,0.7,0.5,0
14.458460336548537,4.485413271944518,0.22427066359722592,2,2,-8.327703383852597,10.764049627305802,10.764049627305802,127,1.6,0.8,0.7,0.5,0
15.255476853829267,11.287250898002181,0.22574501796004362,5,2,-5.062821323344918,10.820513432694021,10.820513432694021,128,1.6,0.8,0.7,0.5,0
19.767248048599576,6.455764943047932,0.25823059772191725,3,5,-7.381934581722958,11.145225876360861,11.145225876360861,129,1.6,0.8,0.7,0.5,0
15.858561441511997,6.821009729583834,0.2728403891833534,3,3,-7.206617084185725,10.959357367381692,10.959357367381692,130,1.6,0.8,0.7,0.5,0
12.996658513848539,0.0,0.0,1,1,-10.480701754385965,10.0,10.0,131,1.6,0.8,0.7,0.5,0
15.598118579854194,8.590794525849075,0.25772383577547225,4,3,-6.357120381978409,10.910496885031133,10.910496885031133,132,1.6,0.8,0.7,0.5,0
17.09596840839668,7.757187410302378,0.23271562230907133,4,4,-6.757251797440824,10.944804284115367,10.944804284115367,133,1.6,0.8,0.7,0.5,0
16.828079470232556,0.6367009757983642,0.050936078063869135,1,4,-10.17508528600275,10.379496223958624,10.379496223958624,134,1.6,0.8,0.7,0.5,0
12.377090443893309,5.855711905278411,0.23422847621113643,3,1,-7.669960039852328,10.605711973095769,10.605711973095769,135,1.6,0.8,0.7,0.5,0
14.741843560052349,1.189162612268885,0.0951330089815108,1,2,-9.9099037004969,10.472447753945781,10.472447753945781,136,1.6,0.8,0.7,0.5,0
19.050148217698204,0.0,0.0,1,5,-10.480701754385965,10.0,10.0,137,1.6,0.8,0.7,0.5,0
10.173353713939793,2.074967234487825,0.165997378759026,1,1,-9.48471748183181,10.168974946459022,10.168974946459022,138,1.6,0.8,0.7,0.5,0
11.711500170443763,10.696884478591835,0.2139376895718367,5,1,-5.346197204661884,10.50182703674959,10.50182703674959,139,1.6,0.8,0.7,0.5,0
17.77788782285718,11.334420936200894,0.2266884187240179,5,4,-5.040179705009536,10.965954329396265,10.965954329396265,140,1.6,0.8,0.7,0.5,0
14.50695493287032,5.638869748685033,0.2255547899474013,3,2,-7.7740442750171495,10.77003564714007,10.77003564714007,141,1.6,0.8,0.7,0.5,0
17.952815139386455,5.847519643294836,0.23390078573179346,3,5,-7.673892325604443,10.992984010903502,10.992984010903502,142,1.6,0.8,0.7,0.5,0
16.84375611697371,10.005976732080871,0.2001195346416174,5,4,-5.677832922987148,10.851591956693042,10.851591956693042,143,1.6,0.8,0.7,0.5,0
13.586573927629976,4.521439250428623,0.22607196252143114,2,1,-8.310410914180226,10.702140894672695,10.702140894672695,144,1.6,0.8,0.7,0.5,0
13.298122001445766,5.149333848706642,0.20597335394826569,3,1,-8.009021507006777,10.642152042024069,10.642152042024069,145,1.6,0.8,0.7,0.5,0
15.800391083942163,0.9080410154073331,0.07264328123258665,1,3,-10.044842066990444,10.437645835635301,10.437645835635301,146,1.6,0.8,0.7,0.5,0
15.46118277474629,1.424721113003116,0.1139776890402493,1,3,-9.796835620144469,10.556943656343169,10.556943656343169,147,1.6,0.8,0.7,0.5,0
18.37069539916962,7.677124432358395,0.23031373297075186,4,5,-6.795682026853935,11.00484929750349,11.00484929750349,148,1.6,0.8,0.7,0.5,0
15.042268770437483,14.0540327529601,0.28108065505920204,5,2,-3.7347660329651173,10.9180935178354,10.9180935178354,149,1.6,0.8,0.7,0.5,0
12.61318516474456,8.147911697917479,0.24443735093752436,4,1,-6.569704139385575,10.645741414705183,10.645741414705183,150,1.6,0.8,0.7,0.5,0
17.16885207556406,8.995098020411383,0.2698529406123415,4,4,-6.163054704588501,11.035379031180439,11.035379031180439,151,1.6,0.8,0.7,0.5,0
15.80381155336322,10.728939958697971,0.21457879917395942,5,3,-5.330810574210939,10.829389766221018,10.829389766221018,152,1.6,0.8,0.7,0.5,0
13.893933986221311,8.634985258374117,0.2590495577512235,4,1,-6.335908830366389,10.786964613286065,10.786964613286065,153,1.6,0.8,0.7,0.5,0
18.780835360468963,5.706205021774045,0.22824820087096181,3,5,-7.7417233439344235,11.019318804503696,11.019318804503696,154,1.6,0.8,0.7,0.5,0
16.669692992397074,7.793330758600384,0.23379992275801154,4,4,-6.7399029902577805,10.923637528031335,10.923637528031335,155,1.6,0.8,0.7,0.5,0
10.664806704563865,3.876789717665099,0.19383948588325495,2,1,-8.619842689906719,10.321289133461113,10.321289133461113,156,1.6,0.8,0.7,0.5,0
14.721507406551698,6.103485073323505,0.2441394029329402,3,2,-7.551028919190683,10.822393037689084,10.822393037689084,157,1.6,0.8,0.7,0.5,0
14.153388681323458,9.89557502000833,0.1979115004001666,5,2,-5.730825744781967,10.689386801109265,10.689386801109265,158,1.6,0.8,0.7,0.5,0
15.051106912504164,6.980576596910817,0.2792230638764327,3,2,-7.130024987868773,10.915165732575977,10.915165732575977,159,1.6,0.8,0.7,0.5,0
16.790621123249775,4.935184589300077,0.19740738357200308,3,4,-8.111813151521929,10.84206825751439,10.84206825751439,160,1.6,0.8,0.7,0.5,0
17.374230487943883,8.536954576934455,0.2561086373080337,4,4,-6.382963557457426,11.015626778432637,11.015626778432637,161,1.6,0.8,0.7,0.5,0
17.358308864879564,4.239207059509204,0.21196035297546023,2,4,-8.445882365821547,10.907547196588409,10.907547196588409,162,1.6,0.8,0.7,0.5,0
16.402855160139172,3.178006642869505,0.15890033214347526,2,3,-8.955258565808602,10.723230683069174,10.723230683069174,163,1.6,0.8,0.7,0.5,0
12.51400442053535,6.441388013842431,0.2576555205536972,3,1,-7.388835507741598,10.65563684527333,10.65563684527333,164,1.6,0.8,0.7,0.5,0
19.999340284279235,13.636189710602132,0.2727237942120426,5,5,-3.935330693296942,11.194166381220128,11.194166381220128,165,1.6,0.8,0.7,0.5,0
11.81512104535747,0.0,0.0,1,1,-10.480701754385965,10.0,10.0,166,1.6,0.8,0.7,0.5,0
10.742202942584068,7.023234924376908,0.2809293969750763,3,1,-7.109548990685049,10.418395144393562,10.418395144393562,167,1.6,0.8,0.7,0.5,0
17.516364030486738,11.292837768104711,0.22585675536209424,5,4,-5.060139625695704,10.950440032135043,10.950440032135043,168,1.6,0.8,0.7,0.5,0
15.563281074282733,8.474556570111083,0.2542366971033325,4,3,-6.412914600732645,10.900899345251663,10.900899345251663,169,1.6,0.8,0.7,0.5,0
17.497113089630115,7.260991917918977,0.2178297575375693,4,4,-6.995425633784857,10.929385127026661,10.929385127026661,170,1.6,0.8,0.7,0.5,0
13.966161935954954,3.1517102677238,0.15758551338619,2,2,-8.967880825878542,10.59137980935717,10.59137980935717,171,1.6,0.8,0.7,0.5,0
15.552713465001283,3.1669727354315733,0.15834863677157868,2,3,-8.96055484137881,10.680800101741161,10.680800101741161,172,1.6,0.8,0.7,0.5,0
18.127183409585005,6.228356654431831,0.24913426617727324,3,5,-7.491090560258686,11.039851132714244,11.039851132714244,173,1.6,0.8,0.7,0.5,0
19.08088663716145,7.159523746424929,0.21478571239274785,4,5,-7.0441303561019994,10.997047303893376,10.997047303893376,174,1.6,0.8,0.7,0.5,0
12.884034297556777,2.4767712038881484,0.19814169631105188,1,1,-9.291851576519655,10.594040342466016,10.594040342466016,175,1.6,0.8,0.7,0.5,0
15.63681152233787,0.0,0.0,1,3,-10.480701754385965,10.0,10.0,176,1.6,0.8,0.7,0.5,0
14.512407178097991,6.8190695846578455,0.2727627833863138,3,2,-7.2075483537502,10.861828024889299,10.861828024889299,177,1.6,0.8,0.7,0.5,0
17.06274529627172,0.5205338783524347,0.04164271026819478,1,4,-10.230845492776796,10.34167024240774,10.34167024240774,178,1.6,0.8,0.7,0.5,0
18.369868969901425,2.8915121322110693,0.14457560661055346,2,5,-9.092775930924653,10.763432622413745,10.763432622413745,179,1.6,0.8,0.7,0.5,0
13.20429714640391,5.906846563432256,0.23627386253729024,3,1,-7.6454154039384825,10.688122396026833,10.688122396026833,180,1.6,0.8,0.7,0.5,0
18.26300286104013,7.3037488700383415,0.21911246610115023,4,5,-6.974902296767562,10.970554933489602,10.970554933489602,181,1.6,0.8,0.7,0.5,0
13.694676895332599,3.824089359534021,0.19120446797670107,2,1,-8.645138861809635,10.643858142069337,10.643858142069337,182,1.6,0.8,0.7,0.5,0
16.929799357192497,6.756933610759317,0.2702773444303727,3,4,-7.237373621221494,11.022028861598496,11.022028861598496,183,1.6,0.8,0.7,0.5,0
16.434275107571192,9.140523338767377,0.27421570016302127,4,3,-6.093250551777625,10.999906320074842,10.999906320074842,184,1.6,0.8,0.7,0.5,0
17.844110099632854,5.761050455938506,0.23044201823754024,3,5,-7.715397535535482,10.978755677999185,10.978755677999185,185,1.6,0.8,0.7,0.5,0
20.182167846311394,2.749211003300424,0.1374605501650212,2,5,-9.161080472801762,10.8030444207532,10.8030444207532,186,1.6,0.8,0.7,0.5,0
18.363626000053106,13.934167337675046,0.2786833467535009,5,5,-3.7923014323019437,11.124080173816418,11.124080173816418,187,1.6,0.8,0.7,0.5,0
